tiempo,Gamma,masa_relativa,kappa,dGamma_dt
0.0,2.0,0.6666666666666666,0.43233235838169365,0.9992120816179736
0.02501250625312656,2.024992798439669,0.6694207005994153,0.434002603123561,0.9964584441597282
0.05002501250625312,2.049847846131052,0.6721147904907548,0.4356227537041564,0.9907533839731215
0.07503751875937968,2.074555248863537,0.6747497055485879,0.4371938593616944,0.9846578037797045
0.10005002501250625,2.0991053650795113,0.6773262338002685,0.4387169844650606,0.9781818422463147
0.1250625312656328,2.123488807755299,0.6798451790455904,0.44019320455724886,0.9713362634742069
0.15007503751875936,2.1476964738075854,0.6823073608522495,0.44162360431729947,0.9641319539147375
0.17508754377188593,2.171719520807562,0.6847136093088753,0.4430092725882353,0.9565795595503488
0.2001000500250125,2.1955493782373177,0.6870647636333489,0.4443512998317357,0.9486910978456393
0.22511255627813906,2.2191778048418613,0.6893616753644572,0.4456507782857148,0.9404797351078713
0.2501250625312656,2.242596888747967,0.6916052058551995,0.44690879892716884,0.9319586400200635
0.27513756878439216,2.265799047464175,0.6937962239971626,0.4481264487236491,0.923140981265135
0.3001500750375187,2.28877702788079,0.6959356041706555,0.449304808162819,0.9140399275260975
0.3251625812906453,2.311523906269883,0.6980242244041641,0.4504449490428826,0.9046686474859413
0.35017508754377186,2.3340330882852895,0.700062964727712,0.45154793250717234,0.8950403098276425
0.3751875937968984,2.3562983089626113,0.7020527057056835,0.4526148073067324,0.8851686894020929
0.400200100050025,2.378313663042773,0.7039943297925386,0.4536466096809257,0.875068531256403
0.42521260630315155,2.4000736231825415,0.7058887215906876,0.45464436270458286,0.8647541497969939
0.4502251125562781,2.4215730002012017,0.7077367631959931,0.45560907315486576,0.8542393332309359
0.4752376188094047,2.4428069565107524,0.7095393344349783,0.45654173110408836,0.8435381383249805
0.5002501250625312,2.463771006120411,0.7112973120240856,0.4574433090276126,0.8326646219359475
0.5252626313156578,2.4844610146366124,0.713011568848249,0.45831476106410485,0.8216328409205573
0.5502751375687843,2.50487319926301,0.7146829733497132,0.4591570224160263,0.8104568144175559
0.5752876438219109,2.5250041269136285,0.7163123888664592,0.45997100880316993,0.7991502411310307
0.6003001500750375,2.544850700069965,0.7179006720987535,0.4607576155617324,0.7877267627581972
0.625312656328164,2.5644101680721176,0.7194486737364264,0.46151771789314816,0.776199830828034
0.6503251625812906,2.583680106314489,0.720957236602121,0.46225216994305307,0.7645823932266893
0.6753376688344171,2.602658411855344,0.7224271952319212,0.4629618046637754,0.7528873100754225
0.7003501750875437,2.621343303416811,0.7238593758684851,0.46364743392564045,0.741127441495486
0.7253626813406703,2.639733321384883,0.7252545965044742,0.46430984869066655,0.7293154085194615
0.7503751875937968,2.6578273158490004,0.7266136660779201,0.46494981882283637,0.7174632143693316
0.7753876938469234,2.6756244276564853,0.7279373832441356,0.4655680927518881,0.7055826402095562
0.80040020010005,2.6931240962496785,0.7292265372248153,0.4661653981514149,0.693685044528813
0.8254127063531765,2.71032603068444,0.7304819059753811,0.4667424413948514,0.6817811881328169
0.8504252126063031,2.727230208712551,0.7317042565113204,0.4672999080538004,0.6698818134845155
0.8754377188594297,2.7438368767817143,0.7328943453167697,0.4678384634443705,0.6579976539715133
0.9004502251125562,2.760146549581561,0.7340529187323077,0.4683587531714551,0.6461387834020158
0.9254627313656828,2.7761599775021755,0.7351807111039104,0.4688614026848364,0.6343146221845402
0.9504752376188094,2.7918781464892417,0.7362784453066187,0.4693470179302104,0.6225343225421653
0.9754877438719359,2.807302264772919,0.7373468323614586,0.46981618560122984,0.6108064600637562
1.0005002501250624,2.8224337472928305,0.7383865709357993,0.47026947335456704,0.5991392989935704
1.025512756378189,2.837274215698061,0.7393983479447314,0.4707074305133049,0.5875411035760649
1.0505252626313155,2.8518254983471607,0.7403828391423481,0.47113058875722313,0.5760197352423546
1.075537768884442,2.8660896101574087,0.7413407083548472,0.4715394622260557,0.5645822433007979
1.1005502751375686,2.8800687321290916,0.7422726067403258,0.47193454764752085,0.5532352970663297
1.1255627813906952,2.8937652128120526,0.7431791735388672,0.4723163251015317,0.5419851919232102
1.1505752876438218,2.9071815481332544,0.7440610353829673,0.472685258168107,0.5308378189517384
1.1755877938969483,2.920320381343905,0.7449188069529167,0.4730417946395842,0.5197990681375018
1.200600300150075,2.9331845030175714,0.7457530916150026,0.47338636720990507,0.5088744250242527
1.2256128064032015,2.945776830819856,0.7465644807407368,0.47371939360865395,0.4980686494987623
1.250625312656328,2.9581003934377197,0.7473535533212,0.4740412768592602,0.48738614089968735
1.2756378189094546,2.970158328613737,0.7481208764918021,0.4743524059035427,0.47683097547649567
1.3006503251625812,2.9819538689493004,0.748867005266471,0.47465315589284574,0.46640694568479546
1.3256628314157077,2.9934903419046224,0.7495924831702314,0.47494388883356825,0.45611783082341617
1.3506753376688343,3.0047711691405667,0.7502978428066835,0.47522495418935806,0.445966917027782
1.3756878439219609,3.015799842506312,0.750983604955797,0.47549668888632846,0.43595691357693056
1.4007003501750874,3.02657991919444,0.751650278879834,0.47575941779604264,0.42609027858664916
1.425712856428214,3.0371150140214023,0.7522983624378111,0.47601345413020474,0.4163691847339024
1.4507253626813406,3.047408792867972,0.7529283422613199,0.476259099848247,0.40679567357028645
1.4757378689344671,3.0574649726792456,0.7535406943169063,0.476496646202773,0.3973717245925812
1.5007503751875937,3.0672873183603473,0.7541358842573403,0.4767263741876139,0.3880987732997596
1.5257628814407203,3.0768796186672276,0.7547143664921581,0.47694855448197737,0.3789778361639691
1.5507753876938468,3.0862456893540426,0.7552765849089019,0.47716344802514643,0.37000981648248654
1.5757878939469734,3.0953893643642005,0.7558229728529738,0.4773713062923405,0.3611954036846541
1.6008004002001,3.1043144939405685,0.7563539535100546,0.4775723717136531,0.3525352494227718
1.6258129064532265,3.1130249446254696,0.7568699403812977,0.47776687811481616,0.3440298542598086
1.650825412706353,3.12152459170244,0.7573713372927033,0.47795505096996843,0.3356792150444434
1.6758379189594796,3.129817301556157,0.7578585378042777,0.4781371074220281,0.3274830828917743
1.7008504252126062,3.1379069370196873,0.7583319259663566,0.4783132568004006,0.3194411912311068
1.7258629314657328,3.1457973511425057,0.7587918763746573,0.4784837008637978,0.31155314615912033
1.7508754377188593,3.1534923870526597,0.7592387545677902,0.47864863416062686,0.3038185471083352
1.775887943971986,3.160995877761232,0.7596729174031202,0.47880824437008734,0.2962367421179124
1.8009004502251125,3.16831163378192,0.7600947127140065,0.4789627123698956,0.2888067057253778
1.825912956478239,3.1754434368270337,0.7605044793134808,0.4791122124257371,0.28152733617540093
1.8509254627313656,3.1823950422949467,0.7609025474907593,0.47925691255223885,0.27439753668222977
1.8759379689844922,3.1891701770312473,0.761289239219049,0.4793969747586183,0.26741616570545546
1.9009504752376187,3.195772539328736,0.7616648684773589,0.47953255532715977,0.26058205885756536
1.9259629814907453,3.2022057977845018,0.7620297414926174,0.47966380505429373,0.2538937656389706
1.9509754877438719,3.2084735781300857,0.7623841562896728,0.47979086923611086,0.2473495929068008
1.9759879939969984,3.2145794642630814,0.7627284030401239,0.47991388793611794,0.2409479014074094
2.0010005002501248,3.220526999911346,0.7630627644317866,0.48003299625207224,0.23468707330778216
2.0260130065032516,3.2263196880403586,0.7633875158971526,0.4801483245248078,0.22856547892797607
2.051025512756378,3.2319609908532154,0.7637029258631263,0.4802599985478537,0.22258144519568646
2.0760380190095047,3.237454327619933,0.7640092558680925,0.4803681397237115,0.21673303096726215
2.101050525262631,3.242803063437871,0.7643067601658332,0.48047286503426073,0.21101816728324252
2.126063031515758,3.2480105140773246,0.764595686219199,0.48057428732075597,0.20543491549089765
2.151075537768884,3.253079947654524,0.7648762750036061,0.48067251548991863,0.19998136819771162
2.176088044022011,3.2580145845224333,0.7651487612008363,0.4807676546758206,0.1946556158283812
2.2011005502751373,3.262817597270751,0.7654133733894114,0.4808598063954971,0.1894556971508905
2.226113056528264,3.2674921081417874,0.7656703340840073,0.4809490686473523,0.18437942539893015
2.2511255627813904,3.272041180332228,0.7659198594330423,0.48103553588739895,0.17942456759851666
2.276138069034517,3.2764678243798326,0.7661621597386815,0.4811192992874211,0.1745890576240754
2.3011505752876436,3.2807750001233273,0.7663974397226693,0.4812004468995846,0.16987086832936882
2.3261630815407703,3.2849656166924572,0.7666258986759631,0.48127906377665464,0.16526797236927848
2.3511755877938967,3.2890425325079833,0.766847730601716,0.4813552320862311,0.16077830020519457
2.3761880940470235,3.293008553170957,0.7670631242368788,0.4814290311799341,0.1563995992480045
2.40120060030015,3.296866424416337,0.7672722628011798,0.48150053756664046,0.15212961086672294
2.4262131065532766,3.300618838857136,0.7674753244894067,0.4815698251374808,0.14796626098755894
2.451225612806403,3.304268438472743,0.7676724827239576,0.4816369653046872,0.14390752527491202
2.4762381190595297,3.307817814608758,0.7678639062662354,0.4817020270891426,0.139951379389899
2.501250625312656,3.31126950797699,0.7680497593226926,0.4817650772034612,0.1360957775409588
2.526263131565783,3.314626007582293,0.7682302015881207,0.4818261801113215,0.13233852831423576
2.551275637818909,3.317889744510969,0.7684053880089851,0.4818853979900728,0.12867743336362025
2.576288144072036,3.321063097795581,0.768575469191793,0.48194279090969244,0.12511048395781188
